stim_pw [us],stim_amp [mA],com_elbow_fe [rad],com_forearm_ps [rad],com_wrist_fe [rad],com_wrist_ru [rad],act_elbow_fe [rad],act_forearm_ps [rad],act_wrist_fe [rad],act_wrist_ru [rad],elbow_fe_trq [Nm],forearm_ps_trq [Nm],wrist_fe_trq [Nm],wrist_ru_trq [Nm],passive_elbow_fe_trq [Nm],passive_forearm_ps_trq [Nm],passive_wrist_fe_trq [Nm],passive_wrist_ru_trq [Nm]
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
0,0,-1.0472,-0.698132,0.174533,0.174533,-1.04079,-0.688286,0.146055,0.13472,-1.28241,-0.551365,0.854334,1.19438,-1.30582,-0.555975,0.809507,1.16103
